agent_id,region,prefecture,commune,canton,operateur_source,sert_togocom,sert_moov,lon,lat,classe_operateur,unite_commune,prefecture_geom,coherence_geo,dist_km_BQ_ACT,dist_km_BQ_NR,dist_km_BQ_NOP,dist_km_MF_ACT,dist_km_MF_NR,dist_km_MF_NOP,dist_km_MU_ACT,dist_km_MU_NR,dist_km_MU_NOP,dist_km_AS_ACT,dist_km_AS_NR,dist_km_AS_NOP
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f1f,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1938354877032222,6.1882422974268,Togocom seul,Golfe 5,Golfe,Concordant,0.612,1.292,7.472,0.775,2.528,7.47,1.042,14.19,,0.386,1.789,6.781
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f1e,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.18232556054344,6.216811756709491,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,1.425,1.171,6.563,0.196,1.443,8.118,1.537,13.511,,0.613,5.111,10.171
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f1d,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,"Moov, Togocom",True,True,1.1182016666666668,6.274878333333334,Moov + Togocom,Agoè-Nyivé 5,Zio,Préfecture voisine,7.69,9.496,10.177,3.102,1.768,8.954,8.338,19.212,,9.023,14.54,19.474
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f1c,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,True,False,1.1974533333333333,6.237015,Togocom seul,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,0.455,1.613,3.819,0.344,1.814,10.522,3.76,11.091,,0.937,6.733,11.642
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f1b,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.1819160593427582,6.217624931253066,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,1.525,1.269,6.504,0.234,1.392,8.103,1.48,13.512,,0.708,5.212,10.273
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f1a,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",True,True,1.3522316666666665,6.17857,Moov + Togocom,Golfe 6,Golfe,Concordant,1.325,10.042,12.512,0.803,13.096,12.517,7.153,12.204,,1.789,16.234,14.759
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f19,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",True,True,1.3515533333333334,6.178141666666666,Moov + Togocom,Golfe 6,Golfe,Concordant,1.241,9.959,12.426,0.745,13.01,12.431,7.222,12.203,,1.701,16.158,14.672
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f18,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.196249103812698,6.199707061966086,Moov + Togocom,Golfe 5,Golfe,Concordant,0.56,0.547,7.854,0.454,3.605,8.191,0.587,13.189,,0.141,2.722,7.782
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f17,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.19379,6.187648333333334,Moov + Togocom,Golfe 5,Golfe,Concordant,0.663,1.349,7.432,0.774,2.469,7.43,1.09,14.237,,0.439,1.747,6.727
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f16,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1961202504370307,6.199615790070939,Togocom seul,Golfe 5,Golfe,Concordant,0.568,0.556,7.866,0.463,3.599,8.193,0.596,13.206,,0.158,2.718,7.779
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f15,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",True,True,1.281879066823819,6.170148641603941,Moov + Togocom,Golfe 1,Golfe,Concordant,0.835,2.377,5.055,0.712,5.688,5.06,9.436,11.217,,2.244,8.49,7.267
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f14,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",True,True,1.1761861336358004,6.221259252169572,Moov + Togocom,Agoè-Nyivé 3,Agoè-Nyivé,Concordant,1.88,2.002,6.496,0.968,0.84,7.653,0.872,13.921,,1.096,5.888,10.934
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f13,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.19829,6.2375,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,0.521,1.552,3.736,0.441,1.751,10.629,3.867,10.986,,0.852,6.776,11.67
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f12,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.178251845041232,6.182546835883875,Moov + Togocom,Golfe 5,Golfe,Concordant,0.819,2.731,8.501,0.686,2.122,7.403,1.765,15.928,,0.516,3.064,7.359
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f11,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Togocom,True,False,1.1771444080923699,6.219236440068479,Togocom seul,Agoè-Nyivé 3,Agoè-Nyivé,Concordant,1.963,1.774,6.622,0.787,0.875,7.667,0.944,13.914,,0.895,5.642,10.686
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f10,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1785993500832854,6.183027339239776,Moov + Togocom,Golfe 5,Golfe,Concordant,0.853,2.706,8.495,0.655,2.155,7.432,1.699,15.865,,0.579,3.037,7.37
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f0f,Maritime,Zio,Zio 2,Mission-Tové,"Moov, Togocom",True,True,1.1174633333333333,6.280306666666666,Moov + Togocom,Zio 2,Zio,Concordant,8.231,10.048,10.314,2.714,1.308,9.551,8.849,19.318,,9.59,15.049,20.004
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f0e,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1959571106944333,6.199702774283712,Togocom seul,Golfe 5,Golfe,Concordant,0.589,0.577,7.86,0.483,3.579,8.212,0.617,13.215,,0.162,2.734,7.795
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f0d,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1877689866789516,6.198474541083593,Togocom seul,Golfe 5,Golfe,Concordant,0.155,1.191,8.219,0.196,2.978,8.345,0.347,14.03,,0.068,3.084,8.101
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f0c,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.2041473073329785,6.239303305527824,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,0.891,1.163,3.365,0.052,1.331,11.298,4.526,10.309,,0.697,6.932,11.715
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f0b,Maritime,Zio,Zio 2,Mission-Tové,Togocom,True,False,1.1184434855098007,6.28218828649942,Togocom seul,Zio 2,Zio,Concordant,8.345,10.171,10.235,2.494,1.081,9.767,8.943,19.223,,9.724,15.141,20.108
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f0a,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",True,True,1.3513716666666666,6.175671666666667,Moov + Togocom,Golfe 6,Golfe,Concordant,1.023,9.884,12.325,0.47,12.904,12.33,7.489,12.425,,1.522,16.139,14.568
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f09,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,True,False,1.2039816666666667,6.239043333333332,Togocom seul,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,0.887,1.153,3.397,0.023,1.324,11.269,4.496,10.336,,0.713,6.903,11.69
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f08,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",True,True,1.2820183333333333,6.170239999999999,Moov + Togocom,Golfe 1,Golfe,Concordant,0.82,2.395,5.074,0.714,5.707,5.079,9.448,11.205,,2.262,8.504,7.286
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f07,Maritime,Golfe,Golfe 6,Baguida,"Moov, Togocom",True,True,1.3511568915444618,6.176589711119468,Moov + Togocom,Golfe 6,Golfe,Concordant,1.08,9.88,12.332,0.569,12.913,12.337,7.399,12.325,,1.56,16.114,14.577
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f06,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.195815267141349,6.1988784100311465,Moov + Togocom,Golfe 5,Golfe,Concordant,0.574,0.562,7.953,0.472,3.591,8.153,0.601,13.282,,0.229,2.656,7.719
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f05,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",True,True,1.1766245223114784,6.218636832143813,Moov + Togocom,Agoè-Nyivé 3,Agoè-Nyivé,Concordant,1.912,1.777,6.71,0.806,0.81,7.59,0.888,13.994,,0.816,5.619,10.658
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f04,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.180494524110236,6.183059052256853,Togocom seul,Golfe 5,Golfe,Concordant,0.807,2.762,8.318,0.774,2.364,7.637,1.581,15.698,,0.683,2.834,7.226
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f03,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.1758433333333334,6.248006666666667,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,2.899,4.295,4.446,1.021,3.413,9.194,3.314,13.077,,2.798,8.547,13.605
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f02,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1959894449404356,6.199668194403886,Togocom seul,Golfe 5,Golfe,Concordant,0.584,0.572,7.864,0.479,3.584,8.207,0.612,13.214,,0.167,2.729,7.79
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f01,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1855533333333335,6.197798333333333,Moov + Togocom,Golfe 5,Golfe,Concordant,0.265,1.324,8.367,0.148,2.875,8.097,0.36,14.274,,0.322,3.189,8.168
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3f00,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.2039383333333333,6.240161666666667,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,0.972,1.252,3.276,0.129,1.416,11.32,4.554,10.299,,0.604,7.028,11.813
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3eff,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.1823128886533012,6.22034577644142,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,1.762,1.486,6.219,0.382,1.459,8.245,1.521,13.343,,1.005,5.456,10.52
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3efe,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1926227519956987,6.1883252722661855,Togocom seul,Golfe 5,Golfe,Concordant,0.533,1.369,7.579,0.784,2.592,7.577,0.953,14.287,,0.318,1.893,6.859
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3efd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.1821649955480324,6.220452211174646,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,1.78,1.505,6.217,0.401,1.445,8.234,1.506,13.353,,1.018,5.474,10.538
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3efc,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",True,True,1.2119109417720102,6.131421813469617,Moov + Togocom,Golfe 4,Golfe,Concordant,0.546,0.248,3.867,1.622,1.082,3.862,7.443,17.82,,0.126,5.117,1.616
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3efb,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1953316666666667,6.1990799999999995,Togocom seul,Golfe 5,Golfe,Concordant,0.631,0.619,7.942,0.509,3.562,8.205,0.658,13.312,,0.226,2.698,7.762
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3efa,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.1768566666666667,6.247753333333333,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,2.792,4.181,4.366,1.057,3.411,9.262,3.315,12.973,,2.683,8.479,13.534
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ef9,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1950438401866839,6.200112764362945,Togocom seul,Golfe 5,Golfe,Concordant,0.7,0.687,7.837,0.591,3.47,8.313,0.727,13.269,,0.123,2.816,7.879
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ef8,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1935666666666667,6.189531666666666,Togocom seul,Golfe 5,Golfe,Concordant,0.484,1.199,7.589,0.658,2.671,7.588,0.917,14.121,,0.26,1.913,6.919
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ef7,Maritime,Zio,Zio 2,Mission-Tové,"Moov, Togocom",True,True,1.1236315034067246,6.285782807488129,Moov + Togocom,Zio 2,Zio,Concordant,8.4,10.246,9.736,1.8,0.415,10.22,8.928,18.683,,9.689,15.102,20.105
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ef6,Maritime,Golfe,Golfe 6,Baguida,Togocom,True,False,1.3343916666666669,6.182575000000001,Togocom seul,Golfe 6,Golfe,Concordant,1.729,8.259,10.822,1.526,11.428,10.828,7.63,10.846,,1.697,14.274,13.075
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ef5,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1929333333333332,6.187668333333333,Moov + Togocom,Golfe 5,Golfe,Concordant,0.613,1.403,7.505,0.858,2.511,7.503,1.032,14.308,,0.398,1.819,6.779
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ef4,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Togocom,True,False,1.176125451137327,6.218087534363253,Togocom seul,Agoè-Nyivé 3,Agoè-Nyivé,Concordant,1.861,1.787,6.791,0.751,0.752,7.516,0.838,14.069,,0.746,5.6,10.633
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ef3,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1945794018300153,6.20033925639485,Togocom seul,Golfe 5,Golfe,Concordant,0.706,0.745,7.823,0.593,3.413,8.365,0.784,13.296,,0.136,2.86,7.924
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ef2,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",True,True,1.1756108249954123,6.217973059528525,Moov + Togocom,Agoè-Nyivé 3,Agoè-Nyivé,Concordant,1.805,1.827,6.833,0.748,0.695,7.459,0.784,14.126,,0.726,5.623,10.652
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ef1,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1826636322962198,6.201188070695083,Moov + Togocom,Golfe 5,Golfe,Concordant,0.192,1.155,8.125,0.18,2.381,7.804,0.854,14.332,,0.593,3.683,8.658
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ef0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.1813012404992511,6.221182768189896,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,1.897,1.625,6.195,0.521,1.37,8.174,1.422,13.406,,1.109,5.591,10.654
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3eef,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1948063293473654,6.198472620533964,Togocom seul,Golfe 5,Golfe,Concordant,0.674,0.662,8.02,0.421,3.557,8.194,0.701,13.399,,0.303,2.661,7.727
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3eee,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,True,False,1.177525,6.248465,Togocom seul,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,2.781,4.151,4.261,0.991,3.506,9.369,3.412,12.885,,2.622,8.525,13.578
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3eed,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1944777883114708,6.200065958836603,Moov + Togocom,Golfe 5,Golfe,Concordant,0.693,0.743,7.855,0.56,3.422,8.35,0.783,13.323,,0.165,2.837,7.902
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3eec,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.19368,6.190506666666666,Moov + Togocom,Golfe 5,Golfe,Concordant,0.425,1.111,7.653,0.554,2.767,7.651,0.854,14.043,,0.218,1.985,7.006
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3eeb,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1942650000000001,6.1975983333333335,Togocom seul,Golfe 5,Golfe,Concordant,0.695,0.715,8.128,0.307,3.495,8.163,0.752,13.505,,0.414,2.602,7.667
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3eea,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1921422879182781,6.189449021638101,Togocom seul,Golfe 5,Golfe,Concordant,0.397,1.315,7.701,0.661,2.727,7.699,0.82,14.249,,0.183,2.017,6.993
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ee9,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.19447,6.20001,Togocom seul,Golfe 5,Golfe,Concordant,0.692,0.742,7.861,0.554,3.425,8.346,0.782,13.327,,0.17,2.832,7.897
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ee8,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.180542549939493,6.220207527260896,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,1.848,1.587,6.331,0.498,1.264,8.056,1.325,13.527,,1.019,5.537,10.597
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ee7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,True,False,1.1770701696319643,6.249970136141764,Togocom seul,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,2.926,4.275,4.217,0.817,3.656,9.439,3.559,12.903,,2.702,8.699,13.751
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ee6,Maritime,Zio,Zio 2,Mission-Tové,"Moov, Togocom",True,True,1.1279106795859355,6.287489201963498,Moov + Togocom,Zio 2,Zio,Concordant,8.361,10.214,9.312,1.337,0.343,10.475,8.837,18.23,,9.37,14.979,20.002
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ee5,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",True,True,1.2822602772611345,6.169954045784453,Moov + Togocom,Golfe 1,Golfe,Concordant,0.793,2.402,5.077,0.674,5.71,5.082,9.483,11.234,,2.259,8.533,7.292
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ee4,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1828108126582242,6.176804717896221,Moov + Togocom,Golfe 5,Golfe,Concordant,0.18,2.514,7.749,0.173,2.452,7.746,2.132,15.943,,0.159,2.497,6.553
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ee3,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1923191092774186,6.189544511552969,Moov + Togocom,Golfe 5,Golfe,Concordant,0.398,1.293,7.693,0.649,2.728,7.691,0.824,14.227,,0.178,2.01,6.992
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ee2,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1833153401611367,6.181712878303569,Moov + Togocom,Golfe 5,Golfe,Concordant,0.688,2.615,7.974,0.693,2.685,7.971,1.592,15.549,,0.694,2.497,6.903
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ee1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,True,False,1.1685283333333334,6.256321666666666,Togocom seul,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,4.104,5.446,4.804,0.104,4.262,9.257,4.14,13.735,,3.808,9.718,14.783
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ee0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,True,False,1.177112544479464,6.249902040062995,Togocom seul,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,2.918,4.267,4.217,0.825,3.65,9.438,3.553,12.9,,2.696,8.691,13.743
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3edf,Maritime,Zio,Zio 2,Mission-Tové,Togocom,True,False,1.1337660326519878,6.287821721262231,Togocom seul,Zio 2,Zio,Concordant,8.148,10.004,8.691,1.018,0.948,10.636,8.558,17.591,,8.838,14.649,19.692
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ede,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1923133124779155,6.190627879189181,Moov + Togocom,Golfe 5,Golfe,Concordant,0.3,1.213,7.774,0.529,2.838,7.772,0.733,14.151,,0.075,2.096,7.095
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3edd,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.184162102652017,6.181071151064819,Moov + Togocom,Golfe 5,Golfe,Concordant,0.659,2.597,7.857,0.657,2.568,7.855,1.635,15.522,,0.63,2.391,6.787
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3edc,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.1769027860201633,6.220920431630536,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,1.954,1.918,6.482,0.88,0.898,7.711,0.939,13.863,,1.071,5.813,10.862
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3edb,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1945883333333331,6.1997583333333335,Togocom seul,Golfe 5,Golfe,Concordant,0.705,0.72,7.886,0.534,3.452,8.316,0.76,13.333,,0.183,2.801,7.866
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3eda,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",True,True,1.2826266666666666,6.168028333333333,Moov + Togocom,Golfe 1,Golfe,Concordant,0.79,2.337,4.992,0.467,5.621,4.997,9.593,11.444,,2.149,8.596,7.22
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ed9,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1921199999999998,6.190835830427447,Moov + Togocom,Golfe 5,Golfe,Concordant,0.269,1.215,7.805,0.508,2.868,7.803,0.701,14.154,,0.044,2.128,7.126
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ed8,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1940033333333333,6.199138333333334,Togocom seul,Golfe 5,Golfe,Concordant,0.644,0.763,7.967,0.445,3.441,8.308,0.802,13.426,,0.277,2.767,7.833
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ed7,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1935889827625545,6.200271118472252,Moov + Togocom,Golfe 5,Golfe,Concordant,0.597,0.843,7.855,0.555,3.329,8.432,0.851,13.389,,0.235,2.9,7.966
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ed6,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,"Moov, Togocom",True,True,1.1611103430547278,6.25539548380814,Moov + Togocom,Agoè-Nyivé 2,Agoè-Nyivé,Concordant,4.042,5.786,5.62,0.741,4.256,8.647,4.121,14.561,,4.56,10.0,15.061
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ed5,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.1845899570695917,6.177826510204824,Moov + Togocom,Golfe 5,Golfe,Concordant,0.404,2.408,7.632,0.397,2.33,7.629,1.979,15.72,,0.297,2.302,6.493
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ed4,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",True,True,1.19319,6.2010733333333325,Moov + Togocom,Golfe 5,Golfe,Concordant,0.568,0.918,7.779,0.637,3.241,8.528,0.88,13.373,,0.26,3.0,8.065
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ed3,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,True,False,1.1916966666666666,6.190848333333334,Togocom seul,Golfe 5,Golfe,Concordant,0.238,1.251,7.841,0.514,2.889,7.839,0.669,14.189,,0.026,2.161,7.151
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ed2,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",True,True,1.1776766666666667,6.218490000000001,Moov + Togocom,Agoè-Nyivé 3,Agoè-Nyivé,Concordant,1.869,1.676,6.66,0.712,0.925,7.693,1.005,13.895,,0.834,5.54,10.585
_mview_tel_agents_mobile_money.fid-7111a9c0_193dfd882bb_-3ed1,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,"Moov, Togocom",True,True,1.1609783333333332,6.2559233333333335,Moov + Togocom,Agoè-Nyivé 2,Agoè-Nyivé,Concordant,4.1,5.845,5.618,0.746,4.316,8.684,4.182,14.569,,4.59,10.058,15.119
